iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
FIN,Europe,Finland,31/12/2020,36107,249,237.143,561,5,5.286,6507.688,44.878,42.741,101.111,0.901,0.953,0.92,27,4.866,199,35.866,,,,,11974,2505252,451.53,2.158,10602,1.911,0.022,44.7,tests performed,1767,,,,,,0.03,,,,,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,7/1/2021,37772,223,237.857,584,8,3.286,6807.776,40.192,42.87,105.256,1.442,0.592,0.97,32,5.767,186,33.523,,,,,8975,2569754,463.156,1.618,9215,1.661,0.026,38.7,tests performed,8155,,,,,913,0.15,,,,165,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,27/1/2021,43616,496,350,660,5,4,7861.06,89.396,63.082,118.954,0.901,0.721,1.11,20,3.605,148,26.675,,,,,16664,2815706,507.484,3.003,14443,2.603,0.024,41.3,tests performed,126910,117555,9355,,9903,9264,2.29,2.12,0.17,,1670,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,4/2/2021,46493,444,350.571,688,3,3.429,8379.592,80.024,63.185,124.001,0.541,0.618,1.08,23,4.145,128,23.07,,,,,19448,2948761,531.465,3.505,16641,2.999,0.021,47.5,tests performed,193917,159624,34293,,20545,7942,3.5,2.88,0.62,,1431,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,26/2/2021,56407,720,536.286,742,2,2.429,10166.426,129.768,96.657,133.733,0.36,0.438,1.13,38,6.849,210,37.849,,,,,22189,3345064,602.892,3.999,19862,3.58,0.027,37,tests performed,426806,347082,79724,,29945,13311,7.69,6.26,1.44,,2399,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,18/3/2021,69497,804,698.286,805,1,4.143,12525.681,144.908,125.854,145.088,0.18,0.747,1.02,50,9.012,275,49.564,,,,,23215,3767492,679.028,4.184,21716,3.914,0.032,31.1,tests performed,758780,671647,87133,,35626,19106,13.68,12.11,1.57,,3444,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,7/4/2021,80416,348,423.429,862,2,2.571,14493.65,62.721,76.316,155.361,0.36,0.463,0.82,45,8.111,250,45.058,,,,,22889,4136817,745.593,4.125,16066,2.896,0.026,37.9,tests performed,1083567,993227,90340,,18148,14576,19.53,17.9,1.63,,2627,52.31,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,18/6/2021,94154,73,70.571,967,0,0.429,16969.696,13.157,12.719,174.286,0,0.077,1.01,,,,,,,,,12950,5342872,962.964,2.334,13810,2.489,0.005,195.7,tests performed,3867556,3037611,829945,,159832,63726,69.71,54.75,14.96,,11486,47.69,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,2/8/2021,107666,345,632.429,984,-1,0.429,19405.01,62.181,113.985,177.35,-0.18,0.077,1.24,7,1.262,97,17.483,,,,,15029,5989081,1079.432,2.709,17971,3.239,0.035,28.4,tests performed,5660607,3698501,1962106,,6953,39279,102.02,66.66,35.36,,7079,38.43,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,26/10/2021,155547,659,537.143,1149,-1,3,28034.766,118.774,96.811,207.088,-0.18,0.541,1.18,,,,,,,,,12661,7443409,1341.551,2.282,10424,1.879,0.052,19.4,tests performed,8012208,4210465,3801743,,846,11707,144.41,75.89,68.52,,2110,,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FRA,Europe,France,27/12/2020,2616544,8867,12392.429,62866,173,314.571,38726.752,131.238,183.417,930.462,2.561,4.656,1.03,2650,39.222,24620,364.394,1076.89,15.939,7281.299,107.769,48016,,,0.711,424570,6.284,0.028,35.7,people tested,429,429,,,,,0,0,,,,63.89,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,45910.6,7.6,6.88,679.5102339
FRA,Europe,France,8/2/2021,3400398,4343,20002.286,79570,460,416.286,50328.361,64.28,296.048,1177.694,6.808,6.161,1.02,3353,49.627,27995,414.346,,,,,427443,,,6.326,318351,4.712,0.059,16.9,people tested,2382383,2084884,297499,,92364,84989,3.53,3.09,0.44,,1258,60.19,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,13/3/2021,4105444,29763,23308.286,90442,169,263.714,60763.554,440.514,344.98,1338.607,2.501,3.903,1.13,4070,60.239,24671,365.149,,,,,245043,,,3.627,330072,4.885,0.067,14.9,people tested,7551069,5318065,2232985,19,245731,234841,11.18,7.87,3.3,0,3476,70.37,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,16/4/2021,5285307,36450,40712.571,100564,331,291,78226.383,539.486,602.576,1488.42,4.899,4.307,1,5914,87.531,30472,451.008,,,,,417543,,,6.18,341551,5.055,0.091,11,people tested,17055841,12644852,4410241,748,483658,369392,25.24,18.72,6.53,0,5467,75,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,2/6/2021,5740116,1354,8139,109923,96,105,84957.887,20.04,120.463,1626.94,1.421,1.554,0.76,2754,40.761,15638,231.454,,,,,314482,,,4.655,314086,4.649,0.027,37,people tested,38541697,27054739,11778495,31813,644332,545687,57.04,40.04,17.43,0.05,8077,54.63,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,12/7/2021,5876142,1268,3853.571,111535,28,22.571,86971.171,18.767,57.036,1650.799,0.414,0.334,1.48,957,14.164,7137,105.633,,,,,392881,,,5.815,322002,4.766,0.015,66.7,people tested,61613695,36338886,25841952,70752,646498,573857,91.19,53.78,38.25,0.1,8494,43.98,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,14/8/2021,6522212,24427,24458.429,112881,53,69.286,96533.476,361.537,362.003,1670.721,0.784,1.025,1.05,1837,27.189,9648,142.797,,,,,840311,,,12.437,775771,11.482,0.034,29.4,people tested,81056613,46441267,35465201,114377,342874,456228,119.97,68.74,52.49,0.17,6753,66.67,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,17/9/2021,7029959,7756,8146.429,116618,107,81.286,104048.5,114.794,120.573,1726.031,1.584,1.203,0.77,1891,27.988,9070,134.243,,,,,792154,,,11.724,549121,8.127,0.015,66.7,people tested,92895298,49951214,43300164,677749,281695,226256,137.49,73.93,64.09,1,3349,66.67,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,3/10/2021,7120214,3799,4943.857,117595,17,59,105384.34,56.228,73.173,1740.491,0.252,0.873,0.87,1326,19.626,7308,108.164,364.316,5.392,1459.271,21.598,99416,,,1.471,479849,7.102,0.011,90.9,people tested,95399250,50499990,44662586,1274488,17868,146308,141.2,74.74,66.1,1.89,2165,66.67,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,69028.6,6.47,-3.51,1021.673429
FRA,Europe,France,23/10/2021,7221941,6357,5171,118396,23,31.857,106889.974,94.088,76.535,1752.347,0.34,0.472,1.04,,,,,,,,,335410,,,4.964,318110,4.708,0.017,58.8,people tested,98221978,51065265,45706907,2490506,110117,132470,145.38,75.58,67.65,3.69,1961,,67564251,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
DEU,Europe,Germany,27/12/2020,1658639,12399,20525.286,30297,351,556.714,19769.126,147.782,244.639,361.106,4.184,6.635,0.95,5546,66.102,,,,,11221.136,133.743,,35168553,419.17,,155767,1.857,0.13,7.7,tests performed,24355,24344,11,,,,0.03,0.03,0,,,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,24500,2.58,36.18,292.0126634
DEU,Europe,Germany,2/1/2021,1773540,10903,18185.714,34480,335,647.714,21138.618,129.952,216.753,410.963,3.993,7.72,0.94,5703,67.973,,,,,,,,,,,125811,1.5,,,tests performed,280919,279984,934,2,48086,42761,0.33,0.33,0,0,510,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,18/1/2021,2059382,9253,16895.143,47263,362,780.571,24545.536,110.285,201.371,563.322,4.315,9.304,0.88,4984,59.404,,,,,,,,,,,168144,2.004,,,tests performed,1303483,1266959,36545,2,82766,79342,1.55,1.51,0.04,0,946,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,4/2/2021,2265536,13032,10139.143,60634,858,678.714,27002.661,155.327,120.847,722.69,10.226,8.09,0.83,4170,49.702,,,,,,,,,,,160426,1.912,,,tests performed,3085190,2190413,894794,9,133991,114270,3.68,2.61,1.07,0,1362,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,5/3/2021,2493887,9581,8197.286,71852,298,273.286,29724.35,114.195,97.702,856.396,3.552,3.257,1.09,2756,32.848,,,,,,,,,,,165509,1.973,,,tests performed,7508386,5031110,2477312,29,275260,205563,8.95,6,2.95,0,2450,77.78,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,3/4/2021,2886029,3673,14729.143,77010,70,156.429,34398.246,43.778,175.555,917.873,0.834,1.864,1.06,3905,46.543,,,,,,,,,,,173780,2.071,,,tests performed,14978512,10528284,4450258,46,232368,279524,17.85,12.55,5.3,0,3332,75,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,26/4/2021,3312653,5961,20788,82009,338,236.571,39483.128,71.048,247.77,977.456,4.029,2.82,0.99,5106,60.858,,,,,,,,,,,203212,2.422,,,tests performed,26093355,20048686,6044746,81,434046,509386,31.1,23.9,7.2,0,6071,75,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,17/5/2021,3608320,5381,10016,86386,220,181.143,43007.148,64.136,119.38,1029.625,2.622,2.159,0.73,4002,47.699,,,,,,,,,,,160068,1.908,,,tests performed,40928587,31352490,9647929,129,556378,704709,48.78,37.37,11.5,0,8399,75,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,6/7/2021,3739575,713,596.571,91118,50,33.571,44571.561,8.498,7.11,1086.025,0.596,0.4,0.98,506,6.031,,,,,,,,,,,99155,1.182,,,tests performed,79383807,48058552,33380561,273,781580,690532,94.62,57.28,39.79,0,8230,67.59,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,17/10/2021,4382019,6766,9083.143,94632,10,59.857,52228.777,80.643,108.261,1127.908,0.119,0.713,1.28,1414,16.853,,,,,,,,77011646,917.893,,118930,1.418,0.083,12,tests performed,109992470,57273416,54704737,1280502,16410,129250,131.1,68.26,65.2,1.53,1541,45.37,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
HUN,Europe,Hungary,28/12/2020,316669,609,1648.429,9161,114,125.571,32869.387,63.213,171.102,950.887,11.833,13.034,0.68,,,6261,649.875,,,,,4647,2185145,226.812,0.482,13564,1.408,0.122,8.2,tests performed,1094,,,,,,0.01,,,,,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,19/1/2021,353276,573,1274.857,11520,111,95.286,36669.095,59.476,132.327,1195.745,11.522,9.89,0.79,,,4445,461.379,,,,,5130,2517907,261.352,0.532,15418,1.6,0.083,12.1,tests performed,133257,130318,2939,,1925,5591,1.38,1.35,0.03,,580,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,27/1/2021,361881,1004,1089.857,12198,85,83.286,37562.271,104.212,113.124,1266.119,8.823,8.645,0.93,,,3809,395.364,,,,,17053,2633880,273.39,1.77,14281,1.482,0.076,13.1,tests performed,187508,161215,26293,,17032,6989,1.95,1.67,0.27,,725,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,18/2/2021,394023,2853,1735.429,14035,104,84.429,40898.523,296.134,180.133,1456.795,10.795,8.763,1.36,,,4021,417.369,,,,,20855,2984042,309.736,2.165,16575,1.72,0.105,9.6,tests performed,544253,391821,152432,,38209,16165,5.65,4.07,1.58,,1678,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,8/3/2021,468713,2696,5112.571,15988,115,132.857,48651.144,279.838,530.671,1659.511,11.937,13.79,1.33,,,7924,822.49,,,,,23890,3423677,355.368,2.48,27706,2.876,0.185,5.4,tests performed,1361530,1047045,314485,,50887,55287,14.13,10.87,3.26,,5739,79.63,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,24/3/2021,593710,7587,8733.143,18952,249,218.714,61625.495,787.51,906.477,1967.166,25.846,22.702,1.13,,,11805,1225.327,,,,,33316,3917064,406.581,3.458,33101,3.436,0.264,3.8,tests performed,2272123,1747519,524604,,81493,58357,23.58,18.14,5.45,,6057,79.63,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,8/4/2021,698490,4814,5252.714,22681,272,240.857,72501.376,499.68,545.218,2354.227,28.233,25,0.79,,,11663,1210.588,,,,,30023,4374771,454.089,3.116,25144,2.61,0.209,4.8,tests performed,3815241,2689102,1126139,,129210,113624,39.6,27.91,11.69,,11794,70.37,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,5/6/2021,805871,300,262.714,29842,24,19,83647.234,31.139,27.269,3097.519,2.491,1.972,0.6,,,622,64.562,,,,,12572,5446623,565.345,1.305,13701,1.422,0.019,52.2,tests performed,9249943,5260418,3989525,,,75766,96.01,54.6,41.41,,7864,49.07,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,28/9/2021,821526,265,429.429,30179,8,5.429,85272.18,27.506,44.574,3132.499,0.83,0.563,1.26,,,513,53.248,,,,,7518,6450597,669.555,0.78,12236,1.27,0.035,28.5,tests performed,12111107,5884183,5640410,742000,,24880,125.71,61.08,58.55,7.7,2582,27.78,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,25/5/2021,802510,164,507.857,29581,21,43.429,83298.371,17.023,52.714,3070.428,2.18,4.508,0.54,,,1417,147.081,,,,,6368,5299523,550.076,0.661,13461,1.397,0.038,26.5,tests performed,8236826,5040222,3196604,,137357,95916,85.5,52.32,33.18,,9956,49.07,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
IRQ,Asia,Iraq,29/3/2021,838265,5837,5674,14249,37,30.429,20356.44,141.746,137.788,346.023,0.899,0.739,1.1,,,,,,,,,41897,7950275,193.065,1.017,38407,0.933,0.148,6.8,samples tested,26727,26727,,,,955,0.06,0.06,,,23,76.85,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,5/4/2021,879991,6423,5960.857,14502,39,36.143,21369.715,155.976,144.754,352.167,0.947,0.878,1.14,,,,,,,,,,,,,41394,1.005,0.144,6.9,samples tested,103006,103006,,,9985,10897,0.25,0.25,,,265,73.15,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,12/4/2021,932899,7953,7558.286,14757,44,36.429,22654.534,193.131,183.546,358.359,1.068,0.885,1.12,,,,,,,,,,,,,44901,1.09,0.168,5.9,samples tested,152962,152962,,,,7137,0.37,0.37,,,173,73.15,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,16/4/2021,964435,7575,7579.857,14915,30,39.143,23420.355,183.951,184.069,362.196,0.729,0.951,1.05,,,,,,,,,42111,8732638,212.064,1.023,43397,1.054,0.175,5.7,samples tested,197914,197914,,,,9480,0.48,0.48,,,230,73.15,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,23/4/2021,1018321,8017,7698,15174,46,37,24728.923,194.685,186.938,368.486,1.117,0.899,1.01,,,,,,,,,46156,9035177,219.41,1.121,43220,1.05,0.178,5.6,samples tested,298377,298377,,,,14352,0.72,0.72,,,349,71.76,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,11/5/2021,1122914,5287,5253.286,15834,34,32.286,27268.861,128.39,127.571,384.513,0.826,0.784,0.8,,,,,,,,,37969,9745496,236.66,0.922,37282,0.905,0.141,7.1,samples tested,453361,,,,,8610,1.1,,,,209,77.31,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,8/6/2021,1233240,4119,3959.714,16589,23,26.286,29948.019,100.026,96.158,402.848,0.559,0.638,1.01,,,,,,,,,42624,10762364,261.353,1.035,39770,0.966,0.1,10,samples tested,613840,447321,166519,,,2846,1.49,1.09,0.4,,69,64.81,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,11/7/2021,1429362,7616,8269.571,17548,33,33.143,34710.649,184.947,200.818,426.136,0.801,0.805,1.15,,,,,,,,,40711,12211053,296.533,0.989,45850,1.113,0.18,5.5,samples tested,1330393,826007,494900,,,37337,3.23,2.01,1.2,,907,75.93,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,30/8/2021,1881213,6778,6996.143,20764,65,71.714,45683.406,164.597,169.894,504.233,1.578,1.742,0.91,,,,,,,,,39114,14311905,347.551,0.95,39148,0.951,0.179,5.6,samples tested,3368843,,,,,51052,8.18,,,,1240,75.93,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,24/10/2021,2046274,1247,1545.857,22961,24,29.286,49691.75,30.282,37.54,557.585,0.583,0.711,0.88,,,,,,,,,16505,15676909,380.698,0.401,19349,0.47,0.08,12.5,samples tested,8972041,5621027,3351014,,,66444,21.79,13.65,8.14,,1614,75.93,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
JOR,Asia,Jordan,23/1/2021,319519,608,851.714,4217,10,11.429,31114.842,59.207,82.94,410.653,0.974,1.113,0.92,,,,,,,,,13019,3691350,359.465,1.268,19848,1.933,0.043,23.3,tests performed,30000,30000,,,,2727,0.29,0.29,,,266,75.93,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,22/2/2021,368278,4550,2673.714,4570,16,13.857,35863.006,443.08,260.367,445.028,1.558,1.349,1.4,,,,,,,,,33846,4405368,428.996,3.296,24416,2.378,0.11,9.1,tests performed,80000,50000,30000,,,1818,0.78,0.49,0.29,,177,57.41,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,25/2/2021,380268,3827,3360.571,4627,16,16.429,37030.596,372.674,327.253,450.578,1.558,1.6,1.38,,,,,,,,,33719,4510000,439.185,3.284,27744,2.702,0.121,8.3,tests performed,150000,,,,,11039,1.46,,,,1075,62.96,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,15/3/2021,486470,9417,7334.286,5428,82,63,47372.574,917.03,714.215,528.58,7.985,6.135,1.21,,,,,,,,,48638,5223283,508.645,4.736,44641,4.347,0.164,6.1,tests performed,204151,155772,48379,,,3008,1.99,1.52,0.47,,293,81.48,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,29/4/2021,709817,1552,1761.429,8801,47,46.714,69122.162,151.134,171.528,857.044,4.577,4.549,0.66,,,,,,,,,17112,6685507,651.036,1.666,17216,1.676,0.102,9.8,tests performed,919922,699328,220594,,,18787,8.96,6.81,2.15,,1829,70.37,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,18/5/2021,726432,1174,654.143,9295,19,20.571,70740.135,114.324,63.701,905.149,1.85,2.003,0.64,,,,,,,,,29802,7001979,681.855,2.902,17760,1.729,0.037,27.2,tests performed,1419950,1034808,385142,,,23493,13.83,10.08,3.75,,2288,49.07,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,26/5/2021,731436,0,714.857,9384,0,12.714,71227.426,0,69.613,913.816,0,1.238,0.71,,,,,,,,,20491,7182844,699.467,1.995,21168,2.061,0.034,29.6,tests performed,1750000,1300000,450000,,,41256,17.04,12.66,4.38,,4018,49.07,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,27/5/2021,734039,2603,1086.714,9423,39,18.286,71480.906,253.481,105.825,917.614,3.798,1.781,0.77,,,,,,,,,24440,7207284,701.847,2.38,20901,2.035,0.052,19.2,tests performed,1879809,1389247,490562,,129809,53907,18.31,13.53,4.78,,5249,49.07,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,28/5/2021,734659,620,1175.286,9436,13,20.143,71541.282,60.376,114.45,918.88,1.266,1.962,0.77,,,,,,,,,21672,7228956,703.958,2.11,21122,2.057,0.056,18,tests performed,1904235,1412419,491816,,24426,51502,18.54,13.75,4.79,,5015,49.07,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,27/10/2021,856450,1692,1488.143,10983,7,11.429,83401.321,164.767,144.916,1069.527,0.682,1.113,,,,,,,,,,35920,10845863,1056.173,3.498,36628,3.567,0.041,24.6,tests performed,7419676,3920267,3499409,,19601,17815,72.25,38.18,34.08,,1735,,10269022,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
KAZ,Asia,Kazakhstan,11/2/2021,248566,1033,1083.286,3185,0,8.429,13085.894,54.383,57.03,167.676,0,0.444,0.95,,,,,,,,,32875,6983676,367.659,1.731,32961,1.735,0.033,30.4,tests performed,14000,14000,,,,1273,0.07,0.07,,,67,71.3,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,24/2/2021,259478,869,818.143,3311,0,9.286,13660.362,45.749,43.072,174.309,0,0.489,0.96,,,,,,,,,38138,7419449,390.601,2.008,35975,1.894,0.023,44,tests performed,22294,20157,2137,,,638,0.12,0.11,0.01,,34,59.26,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,18/3/2021,279220,1314,1122.429,3511,0,7.857,14699.69,69.176,59.091,184.839,0,0.414,1.13,,,,,,,,,49563,8211056,432.276,2.609,40865,2.151,0.027,36.4,tests performed,109995,90748,19247,,,5129,0.58,0.48,0.1,,270,57.41,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,18/4/2021,341599,2835,2627.429,6373,194,27.714,17983.667,149.25,138.322,335.51,10.213,1.459,1.1,,,,,,,,,54315,9577948,504.236,2.859,51541,2.713,0.051,19.6,tests performed,856906,733980,122926,,,63183,4.51,3.86,0.65,,3326,62.96,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,5/5/2021,388111,2620,2629.571,6758,0,28.143,20432.317,137.931,138.435,355.779,0,1.482,0.99,,,,,,,,,37425,10405087,547.782,1.97,48646,2.561,0.054,18.5,tests performed,2025911,1565681,460230,,256233,66582,10.67,8.24,2.42,,3505,68.52,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
